Location,Country,Category,Visitors,Rating,Revenue,Accommodation_Available
CmeZanAMYF,Australia,Urban,674740,4.27,852914.8,No
qjDugdxcYF,China,Historical,793588,2.23,688622.38,Yes
elFLtBPwhT,Egypt,Beach,290520,2.31,81886.44,Yes
OZKxPwDLxD,India,Urban,974514,1.89,697266.23,No
hcNcFILGbS,Brazil,Historical,614073,3.92,69202.55,No
ObfKReZvyv,China,Urban,275385,4.89,709376.73,No
HlJkQirdDF,India,Adventure,344945,2.55,367836.82,No
SKpCmDDvyO,Egypt,Adventure,771902,4.4,64052.26,No
HFCfXdjpZc,USA,Nature,655572,2.31,114576.01,Yes
jDoJqPwwRG,Brazil,Beach,57916,3.1,577549.51,No
LKZMloJMDT,China,Urban,651747,3.65,191258.94,No
TXpgXceEPf,Brazil,Historical,658101,4.02,262345.19,No
UAqcRjomyO,Egypt,Urban,631699,2.7,695031.01,Yes
OQcOqLKvFd,Egypt,Nature,257673,2.29,317006.7,Yes
dVRDcWwXMu,China,Urban,720560,5.0,953675.8,Yes
jZHnjRFnGl,Egypt,Historical,223447,2.67,506150.86,No
uAHxRsivxR,USA,Urban,556113,4.91,873708.6,No
tVJiCJrWMU,France,Nature,234242,1.89,815257.27,No
fAynrcpnzD,Egypt,Beach,548244,1.76,730388.16,Yes
qyVGOcvvDu,China,Historical,210190,1.84,718929.94,No
lLcAtXyryv,France,Urban,139993,4.04,230073.13,Yes
oSPaWWeNtc,Australia,Cultural,528099,2.85,16675.88,Yes
sRzxDWURdu,Australia,Cultural,33237,4.48,158671.35,Yes
wbfYACcJdW,Egypt,Historical,295492,2.55,899489.64,No
OMoXEoHQaC,USA,Beach,741014,1.61,301422.77,Yes
ElEOeoQeJC,Australia,Urban,591163,1.93,676244.38,Yes
bBvYRMiOmT,India,Adventure,581032,1.01,992241.31,No
bVmhTKnYKz,Egypt,Urban,439745,1.99,708053.23,Yes
NyIYHiTEul,USA,Urban,282466,1.25,160159.17,No
pPOoxIrniQ,Egypt,Beach,849891,2.61,393820.79,No
wgnNCMuOCz,Brazil,Cultural,72146,4.88,477293.01,Yes
ZSoylxoreg,Brazil,Beach,69150,4.38,648614.96,Yes
lNCYfASprG,Australia,Urban,561698,4.73,108726.48,No
xOpuqMKEPO,China,Urban,127370,2.61,814124.53,No
KaWiWjWOLJ,France,Historical,15605,3.34,171929.64,No
qNmqQLRdXT,China,Beach,323746,2.69,10352.56,Yes
gtfPLMQmzq,USA,Historical,538356,3.11,567670.84,No
xLsOHdQAiG,Australia,Historical,906975,1.75,273035.78,Yes
tMYpzNiRGi,Egypt,Adventure,421103,4.84,814039.06,No
RknbCybhQq,Australia,Historical,468399,4.25,197831.57,No
RaOqjMMitm,France,Nature,18654,2.64,550352.36,Yes
IEDtrtBAGX,USA,Beach,315268,4.8,302420.09,No
nNBMOreNan,Brazil,Adventure,710052,3.27,913576.63,No
fjPOyJQUHp,China,Nature,226991,3.31,911148.88,No
dDoTGSuTCL,China,Adventure,93236,4.14,77181.06,Yes
FAxPdYLrsX,Egypt,Beach,951878,2.02,645781.32,No
HHiWYBwxMR,India,Beach,9886,1.28,172631.34,Yes
ZfrpnXlpTf,France,Adventure,983090,3.87,953351.03,No
jaIUBVvnyS,Egypt,Urban,152805,4.02,796288.73,Yes
eReYlkeNDh,Brazil,Nature,262486,3.58,856649.77,Yes
IuneQaugfa,USA,Beach,483936,2.88,61960.05,Yes
qJcujWSGNC,Egypt,Beach,525563,4.21,2098.46,No
KfYkEMASfB,Brazil,Urban,663230,3.77,855687.29,Yes
KILdezufLU,USA,Adventure,757553,2.22,84076.78,Yes
xjlkPYTPXI,India,Urban,285552,1.31,252619.14,Yes
npLrdzFCtV,China,Historical,823956,4.71,910321.92,Yes
apwBvotTlA,Egypt,Urban,11354,1.72,972577.59,Yes
TtMLrDEAnI,USA,Adventure,170042,4.86,854002.13,Yes
xVigxSlPnS,India,Historical,921711,3.19,738154.77,Yes
qyVNqJWClj,Egypt,Adventure,161410,4.42,918177.07,Yes
UWSbqzMZNC,Brazil,Cultural,423112,4.94,340988.89,No
BhcoBaYLyb,India,Cultural,432987,4.6,740642.36,No
ddzSoJYixZ,China,Urban,417158,1.31,353665.89,Yes
OrdeNQhgYI,India,Nature,647520,2.84,692760.96,Yes
YSDJrhZGGr,China,Historical,565226,4.21,376809.18,Yes
gTQAFWfihW,Egypt,Cultural,538901,3.54,722599.09,Yes
SVczsnxgFa,France,Beach,828178,2.23,747433.31,No
LfSRIYvGwH,Egypt,Adventure,227752,2.87,468623.79,Yes
VbNcLLMzsy,China,Adventure,4145,3.18,834258.35,Yes
yNdAzIlsaJ,China,Cultural,69840,1.83,636321.19,Yes
OwKigVNHMP,USA,Urban,13386,1.16,378914.17,No
qlgjsKCzZV,USA,Nature,732772,1.36,792452.4,No
KxtrHgdNxf,Brazil,Nature,72670,3.05,179410.79,Yes
NZeqoHuXQd,USA,Beach,641450,1.09,62403.2,Yes
cQAwXOXbPM,Brazil,Adventure,257032,2.27,492459.55,Yes
fzvQgsttEK,China,Adventure,18239,1.17,236476.11,No
wqOhNrsuEX,USA,Historical,813363,4.85,564650.97,Yes
NNttusuUjZ,China,Historical,139642,4.94,734325.23,No
asQMZAiyEp,Egypt,Cultural,221735,3.84,390347.55,Yes
mCzYdxDAxn,Brazil,Urban,664794,3.38,192962.16,Yes
CIuOqgcmHH,France,Beach,278671,1.95,232750.17,No
XBAlNNCnMo,China,Nature,163596,1.76,461438.2,Yes
nYoOEJfcEd,China,Adventure,473813,4.16,630202.95,Yes
alXjXbhlKk,USA,Adventure,727023,3.86,24656.38,Yes
wLmyFULDeb,USA,Cultural,993508,1.89,987979.82,No
FLoeovTjOr,France,Historical,661712,2.42,131052.83,Yes
lSOKXgXyCv,Egypt,Urban,114043,2.89,717214.07,Yes
akCRlWGyZq,France,Adventure,921965,1.74,523025.88,Yes
eIMbjKkLDH,France,Urban,494250,2.58,622991.41,No
XqbUGELoKV,USA,Urban,243881,2.17,983263.39,No
fGuyhblxuB,France,Adventure,849256,2.97,690455.43,No
IVcIqXEjfW,Australia,Historical,303661,2.76,661431.74,Yes
cHMplURivM,Egypt,Adventure,282316,1.96,793047.75,No
XlErOTGrTM,France,Adventure,162348,4.18,93250.44,Yes
XBMqxYEuLg,Brazil,Adventure,103486,4.95,397654.92,No
ngCYVtMbdx,USA,Nature,731761,4.23,41499.53,No
QjKSAOWnrj,Egypt,Nature,525404,4.22,396586.03,No
cGTWvpFDyQ,Egypt,Cultural,414391,2.47,510695.66,Yes
ERiNYvsnyi,Egypt,Beach,572553,4.09,693566.97,Yes
KSvLPFKamh,Egypt,Beach,821925,4.34,180556.9,No
AnrEfiPbev,Egypt,Cultural,794815,1.78,25143.48,No
PDjczopwKO,Brazil,Urban,637840,3.7,536084.34,No
opJDkZyFHZ,Egypt,Adventure,196181,3.32,141882.5,Yes
hmYXQEhfnF,Brazil,Nature,10961,4.52,711452.61,Yes
DfGylCXVKq,China,Beach,456385,2.63,466753.96,No
iQPndnPBKp,USA,Adventure,873035,1.31,152670.39,Yes
VPDCgxdseT,France,Nature,90052,2.96,52917.79,No
YqprxgDDZc,Brazil,Urban,712526,1.98,482179.2,No
rXJZZeKNVQ,Egypt,Urban,952342,3.84,235225.95,No
fdsLeEmlkc,Australia,Beach,765213,3.37,774814.91,No
MZzCMdgSbr,Brazil,Cultural,656328,3.1,236113.88,Yes
ooNkHKdqur,France,Historical,592984,4.89,135940.23,Yes
adxtuGrdQV,Australia,Urban,293929,4.23,241794.73,Yes
OwtggSoZlc,India,Urban,821868,3.54,260766.23,No
euUcTluiHJ,USA,Historical,376187,2.57,233502.33,No
bXqIjvhTdS,India,Beach,180447,4.04,595544.32,Yes
DYSNIXyQss,Egypt,Cultural,958037,2.06,850034.71,No
uujQwZVNIM,France,Cultural,510319,1.35,431616.29,No
gEfWgZOsfC,China,Beach,876218,4.56,652002.32,No
pfPngLuiGk,Brazil,Adventure,298387,2.4,857937.64,Yes
UiCgjMyUVC,Australia,Historical,187945,1.74,429823.42,No
LfoAYXxKIy,Egypt,Cultural,43538,1.54,849555.44,No
DoQjAlOHRk,Australia,Cultural,242370,4.55,12852.41,No
xwCOjFsVRU,China,Nature,743016,2.5,623880.35,Yes
sIIiYENEsw,USA,Urban,956623,2.83,820120.49,Yes
csmxyuJENe,France,Cultural,49708,2.16,616396.77,Yes
yykUoDvUtz,India,Adventure,240787,4.18,735241.98,Yes
TuKLfCdSpo,France,Beach,274813,1.28,602583.69,No
zJsUpymiLZ,Egypt,Beach,527999,4.21,366528.73,Yes
ovloAHWuNa,Australia,Nature,558056,3.32,476101.34,No
lIbMmtfYcc,Egypt,Beach,896286,1.11,636673.01,Yes
leSgSHiWmH,China,Urban,586164,4.48,487816.72,No
GKbPeLRnXx,USA,Adventure,959184,2.48,456432.49,Yes
DYKGQwkFDx,China,Beach,519700,1.43,343302.71,Yes
ZWMLIcEiKH,France,Adventure,917331,4.25,995992.47,No
CuyGucPdKL,Australia,Nature,599591,2.08,172714.0,Yes
zuyynLEliF,China,Cultural,769850,1.36,405320.86,No
xWsOSeWJSU,USA,Nature,209885,4.28,35285.09,Yes
kPEhbtRpZp,China,Urban,889861,1.78,435364.36,Yes
IMqSqAapWb,Australia,Historical,782314,2.98,316652.37,No
ftoOofjIHj,Egypt,Historical,209700,2.01,5205.99,No
wxxbCsSvWn,USA,Historical,913801,2.3,884902.49,No
ecQvcnljCL,India,Adventure,28972,4.44,802558.85,No
OvdUZAAHfh,Egypt,Beach,182773,3.47,860003.52,No
oTCEqxfiwz,Brazil,Cultural,329996,2.5,746940.4,Yes
rhRIXjItjp,India,Historical,65125,2.4,431813.51,Yes
NNgAygJrDL,India,Beach,997653,2.51,725540.38,No
VZlyGAFCBS,China,Historical,634223,1.37,311902.83,No
sMNyjHwrNA,USA,Beach,827424,4.15,139421.77,Yes
mGhOewHKZI,USA,Urban,677608,3.78,715207.57,No
lDzwlzmOiG,Egypt,Beach,125443,1.93,646922.15,Yes
CWsAPIdAVy,Australia,Urban,700481,2.01,803806.71,Yes
UvRjdaPCKE,USA,Cultural,470284,4.8,50100.89,Yes
CihNRiGbEi,Brazil,Beach,93303,1.93,685454.98,No
ixAIToUteB,India,Nature,427412,2.63,695723.49,No
KzqEVkeIBA,USA,Adventure,144035,2.69,712194.83,No
lKTapvNDpY,China,Nature,876095,2.68,510700.89,No
xqJanLPVHZ,USA,Nature,640526,1.34,495333.68,No
lWFSDuNhkF,Australia,Beach,798715,1.26,358886.35,Yes
cTcvshoHuA,India,Historical,133653,2.67,436696.37,No
lcncSfUWYC,India,Urban,241429,4.75,5342.25,No
eqnoEIAWAi,Brazil,Adventure,385739,1.39,129226.36,No
SYpPgeRPux,Australia,Historical,247298,1.61,991539.78,Yes
onDplmVWZP,USA,Historical,343389,2.39,693153.55,No
EzGYYbuSBO,Egypt,Adventure,437313,2.09,698682.01,Yes
XfDHRfWIsr,China,Adventure,305395,3.85,141782.97,Yes
ybfwhxzRKX,France,Historical,650466,2.75,874218.34,No
JPgNkpdqnX,China,Urban,792238,3.15,527364.41,No
zyhDStFDgG,Australia,Beach,855418,2.66,999200.95,Yes
ZEUAuuJYbT,Australia,Urban,336891,3.11,373820.93,Yes
jyzUlFwPGu,France,Nature,182983,4.29,285515.68,No
VwWDaxLJxL,China,Cultural,723505,3.51,830242.1,No
TsvsuSIPWV,India,Cultural,722185,2.99,767507.3,Yes
cagOvXQfrP,China,Nature,635453,3.64,216440.26,No
WWatUsAROX,China,Cultural,798814,2.16,820621.15,No
XoMDzsdaIJ,Brazil,Urban,974432,1.55,348707.04,Yes
XRsGiRbTkH,Egypt,Adventure,351671,4.47,886344.09,Yes
tWsDkZVuRu,Australia,Beach,412399,3.95,124179.47,No
PZOHKGCApD,Egypt,Historical,685426,3.77,814037.59,No
KKRYPnAnCs,Australia,Beach,594240,4.83,316434.33,Yes
quQVUsSQFI,India,Adventure,494704,2.15,453830.67,No
qcSAIpYBqz,Australia,Cultural,690593,3.89,439376.85,No
FFPAKCYTvh,Australia,Urban,478427,1.29,897561.08,Yes
oCwPBofqkx,France,Nature,685579,4.26,886190.4,No
RmMXESwOTj,USA,Urban,296800,2.16,220998.84,No
FxOPBPwoEI,Brazil,Urban,739527,3.67,665825.28,Yes
icVhzkjknc,Egypt,Historical,291503,1.59,574667.76,Yes
JhnsEpHBnN,India,Beach,96699,2.27,648317.06,Yes
DwWVvzkpyl,Australia,Nature,116439,4.82,457947.3,Yes
etAznrlNgK,France,Beach,651406,1.92,678026.2,No
PiGailvSAd,USA,Cultural,337951,1.17,553324.04,Yes
uvFwIBzTTr,Australia,Adventure,664830,4.71,641775.09,Yes
LBdJqOtdbU,India,Urban,778476,3.23,107629.37,No
eSzLFQGqOL,India,Urban,593215,4.01,420807.27,Yes
nnoFRtrbub,Brazil,Beach,591594,3.54,836426.11,Yes
mHbQEJqhwq,Australia,Beach,808439,2.51,82857.2,Yes
dcrfLpJyFw,Egypt,Historical,129185,2.92,728137.54,Yes
GYwZeNfzMT,France,Cultural,712350,2.64,997261.07,No
hIYcdaTGhf,China,Adventure,596777,3.16,120127.22,No
PFAArRNXIg,Egypt,Beach,707774,1.17,38166.56,Yes
zEAEqcxkhi,Brazil,Beach,569386,2.23,437172.07,Yes
jUjYzzBFSp,Egypt,Historical,279978,2.72,217579.59,Yes
zuFtbPVPec,Brazil,Beach,82063,1.22,200266.39,No
LUfVzTRlow,France,Nature,415359,3.99,22405.14,No
eTfuVehsLo,Australia,Beach,911690,1.55,389407.76,No
HCotgCJFue,India,Historical,253745,4.15,532460.67,No
XhwYUulvgM,France,Nature,151945,4.58,488091.81,Yes
xPAiwILMvT,India,Historical,771828,2.78,195925.06,No
VvFBxepVbR,USA,Adventure,201925,4.01,411134.81,Yes
auUWpYdVTs,India,Cultural,709989,2.52,607497.0,No
bBEWXtFEgZ,France,Adventure,357916,2.53,435170.75,Yes
NofhvXuCfl,USA,Beach,150641,2.96,814689.49,No
GIETwxLciv,Egypt,Historical,737011,4.12,480246.66,No
OTKdIXuOYD,Brazil,Adventure,681523,3.62,198654.12,No
LWHFlSHVrV,Egypt,Beach,994503,1.22,349974.89,Yes
YjsoRIFXAx,Egypt,Adventure,887294,2.21,536977.11,Yes
zcQAthdMRg,France,Adventure,691042,1.29,207470.19,No
lerMbAtuQG,Brazil,Cultural,865919,1.03,721815.8,No
GHMYtPYnDV,USA,Beach,501316,4.79,458873.7,No
IbfHFNNYeI,Australia,Beach,706623,2.91,398691.81,No
qbwfDMncdS,Egypt,Urban,883170,3.16,447569.16,Yes
wBnuhcaDlU,Australia,Beach,678325,3.86,986344.4,No
oqQzbeoQAh,China,Nature,177402,4.01,514061.88,No
MWwnwSzguT,Egypt,Beach,76864,3.54,641292.99,Yes
riRxCPJsXv,Brazil,Cultural,730545,3.53,60517.06,Yes
AdRBwDICuS,India,Cultural,840809,2.55,350118.94,No
RSvBpITWbR,Australia,Cultural,86506,3.05,746915.0,Yes
vfAnUyUCRV,India,Urban,773594,1.88,866495.68,Yes
SgigvDobaU,China,Nature,513008,3.39,975122.81,Yes
kCZcvQoruJ,China,Cultural,579015,2.23,680398.04,No
DaEkQSVcgg,USA,Cultural,119881,1.02,590285.3,Yes
NjBHTTgbPs,China,Beach,954827,3.4,692541.04,No
QunEXpRLQx,China,Beach,595766,1.84,404167.14,Yes
jiagKMKRIX,Egypt,Urban,128644,2.87,714961.26,Yes
LVMLvpGMGI,Australia,Historical,67661,3.5,326138.69,Yes
JpJnNRtwit,Australia,Nature,540853,1.39,555626.15,Yes
wQXRREcOYQ,India,Beach,468346,3.11,963874.46,Yes
ldCqVLwMCV,China,Nature,458752,1.69,863038.08,No
LKSrYYvIYJ,Australia,Adventure,192952,4.25,982585.47,No
uYJoVYRADV,USA,Nature,83812,3.73,210297.26,No
RCvfueBHYt,France,Cultural,832667,4.37,470770.95,Yes
gaRckCbMbL,Egypt,Historical,832924,3.19,450810.48,Yes
AkCswxdOAo,France,Beach,528125,2.5,161476.32,Yes
igbepLswoS,India,Adventure,542434,1.73,951076.67,Yes
wXdohvqlPa,USA,Historical,411221,3.06,925736.01,No
UZuoRxjKgG,USA,Nature,844439,3.68,132806.2,No
MbdYQaodRG,Egypt,Beach,267573,4.47,100084.11,Yes
eAffpVPobt,Australia,Urban,119781,2.58,427554.59,Yes
bXepAVrwgm,India,Historical,408056,4.92,104983.33,No
egCEfRyuXP,Brazil,Nature,511582,1.23,886988.44,Yes
oTekxAAUNB,India,Adventure,195583,1.27,243111.08,Yes
ZDCMpTooOl,France,Cultural,994514,2.16,61221.72,Yes
avBQFOyOOr,Australia,Nature,687556,3.46,763617.57,No
yHOXfJVfKK,France,Urban,965962,2.4,807818.96,No
iCWemgGKpi,France,Historical,755936,1.86,506744.29,Yes
fCSrPjZcyq,Brazil,Beach,659304,4.38,76253.72,Yes
uBbBcuEeLo,Brazil,Historical,369124,3.49,770098.65,No
IxEqYgsoLd,USA,Urban,910202,2.47,502556.23,Yes
xGMYyxuzka,Egypt,Nature,728401,4.52,378189.65,Yes
VTfTniSiDG,Australia,Urban,34920,2.88,40277.76,Yes
tVWoldqReT,France,Cultural,7242,1.58,155633.59,Yes
MxNPGVpZEd,USA,Adventure,703824,2.86,975819.2,Yes
AmCtjPmaVj,Egypt,Adventure,47008,4.29,505010.66,No
hnNDTWoSld,India,Nature,821426,1.54,856517.82,No
PPScgaUKLq,USA,Nature,47492,4.58,315853.04,Yes
YitHknsrtN,Brazil,Nature,988834,3.46,59962.14,No
rjZdAaZPUb,Brazil,Historical,435829,2.15,998640.52,No
JkNuZHfTEh,Brazil,Beach,454632,1.21,646331.4,No
AakXYSatjT,Australia,Beach,2504,4.24,419349.8,Yes
hQMtBTIujl,USA,Urban,17127,2.43,731886.65,Yes
HFrmGdEzgG,France,Nature,6280,4.11,76317.66,No
uZtwVEaueC,China,Cultural,290365,1.53,452302.15,No
oiOcMzVSTr,France,Nature,83389,3.05,586019.87,No
TLKNPLXhaW,Egypt,Beach,308183,4.18,537738.66,No
csbrlbUhvE,China,Beach,275821,1.81,835761.14,Yes
tAmUiKVjbt,China,Historical,289867,4.92,173891.71,No
xzVoOviqDc,India,Cultural,344701,1.58,822818.73,No
jhquvjKuRx,Brazil,Adventure,175512,4.68,548982.52,Yes
PcrNCtZTWs,USA,Nature,225453,4.53,605589.66,Yes
mhCTrCqImE,Australia,Historical,258099,1.54,931542.83,Yes
AOfhtePmHi,Egypt,Cultural,152568,2.98,49999.09,Yes
mvYRawfjOE,China,Historical,99705,3.41,621313.17,No
KihiWJwxjK,China,Beach,180882,1.41,909965.92,No
HMEjjVoala,Brazil,Historical,182714,1.61,279403.4,Yes
WbuxvTeafX,Australia,Nature,978836,3.37,452948.81,No
rUjjLQIdNB,China,Urban,231791,2.83,704887.51,Yes
lTxEzyBcOi,Egypt,Beach,428146,2.47,757241.12,Yes
LTTyGrHCTC,China,Adventure,108785,2.95,484623.18,Yes
WABRKKvOtM,China,Nature,952557,2.83,946287.62,Yes
pHpDvcJEAx,Egypt,Beach,922713,1.94,724203.84,No
KQvgpusAWa,Brazil,Cultural,731901,1.14,252592.61,No
gLVhxywyRp,France,Urban,379805,4.96,997420.51,No
eUVCdIDeEM,Egypt,Historical,155980,2.44,581729.44,Yes
GZWzjOMuQQ,USA,Urban,669129,4.32,212391.57,No
quFgOAgHEr,USA,Nature,340536,1.1,827109.33,Yes
gvSflhRKWl,Australia,Historical,18769,3.5,727247.96,Yes
lLUWoWBcWc,China,Cultural,239771,3.58,353437.39,No
jmTUHBqGvn,France,Cultural,582538,4.75,255882.33,Yes
nNgCDyXkCo,India,Adventure,613895,3.65,632296.76,No
zuUJCfOwlc,Brazil,Beach,680709,3.04,736305.18,No
obUuARLzCW,India,Nature,500041,3.29,369787.89,No
DiUPArQyjI,India,Historical,714818,3.09,291003.48,No
gkMJCKgpFK,India,Adventure,997653,3.31,910116.59,Yes
uowrTnjyOM,Brazil,Historical,790374,1.11,484438.97,Yes
QkbQThVUUS,Egypt,Nature,444946,3.22,191435.32,No
XjpbzLSgJj,China,Historical,185773,1.04,884031.71,No
FhlJZjVBpa,Australia,Beach,373637,3.17,729179.87,Yes
sitFmHWSre,Australia,Beach,155004,1.15,495622.86,Yes
TAxChFjBxY,France,Adventure,522424,2.52,965386.75,Yes
ySuGKivNER,France,Beach,42478,3.77,243913.87,Yes
hcFhLEVSeu,USA,Adventure,62283,2.99,187255.76,No
fKWFqEzryz,Egypt,Nature,937129,4.92,972415.01,Yes
AGibimLgMD,Egypt,Adventure,529317,3.89,391756.59,No
spoMzyLtwO,France,Beach,267338,3.92,104777.42,No
JcYInVdvXx,Brazil,Adventure,812486,4.36,274890.89,No
xRQGEUrqez,China,Cultural,54601,1.79,291406.76,Yes
ZeUXGEdPij,USA,Adventure,383016,4.4,105956.28,No
gfqoYOcwTN,India,Adventure,525222,3.4,223714.27,Yes
ZASohnlQET,China,Urban,531591,1.45,484302.78,No
LWHmZWWQYc,China,Cultural,708487,2.56,761042.27,No
EBowzEnXlU,Australia,Urban,98458,3.28,330917.44,No
vxBnSRdArm,India,Adventure,275747,2.07,762614.89,No
aHeyqTCTAL,France,Historical,33090,2.39,272198.3,Yes
lRXkpNNSRI,France,Historical,591022,1.47,799769.5,No
GUmwISwhvb,Egypt,Nature,944845,2.65,961050.81,Yes
TsDfadNsPJ,France,Beach,526877,2.85,838967.26,No
XoAIfgXDiR,Egypt,Urban,810948,4.1,791177.58,No
CWPEpzEBFS,China,Nature,828404,2.83,491163.49,No
fAsaunFFjY,Egypt,Cultural,273606,3.11,331589.32,Yes
URaNBZdIow,India,Adventure,29685,4.87,760789.3,No
WObrdHNGmZ,Egypt,Beach,926863,3.62,388420.16,Yes
BGHhVZIjcF,Egypt,Cultural,824022,3.57,405403.24,No
YhahkomYJm,India,Cultural,496516,2.98,81307.44,Yes
JggRPuAgvS,France,Nature,370844,3.96,503037.66,Yes
SYSwMQWcLq,India,Beach,181008,2.12,143335.85,No
IsuSUkLalP,Egypt,Historical,842846,2.88,535443.66,Yes
EAullXAUpa,Australia,Urban,170216,1.72,745150.5,Yes
EBDPkTaiMf,India,Cultural,207058,4.8,929951.12,No
RvPVCAseKM,India,Cultural,577353,1.26,596033.31,No
KCZcvDrYBx,France,Beach,450785,1.11,432407.22,Yes
XbUNptStIx,Brazil,Beach,19607,3.49,243397.81,No
wRJmOzNBAL,USA,Cultural,582608,3.36,155925.42,No
QRrHRNLZqC,Brazil,Cultural,60673,2.99,652055.62,Yes
HtSLYibxhI,France,Adventure,219290,2.84,289726.56,No
OhUIVEDOZa,USA,Cultural,759372,4.21,940257.57,Yes
ATbyeMJCYx,Egypt,Urban,475962,1.95,256339.33,Yes
dwnkLNNHbn,USA,Beach,807835,2.31,393365.35,Yes
JesRFQFMfW,India,Adventure,189402,2.82,21797.14,No
BoBISDwkph,France,Nature,785896,1.57,560244.56,No
YyWJmpkotX,Egypt,Beach,770180,1.81,616729.62,Yes
nviDhZUqRx,USA,Nature,158410,1.96,293141.45,No
ygZaurHvRQ,France,Urban,719773,1.7,488534.09,No
ukoYPcjXSP,Brazil,Cultural,292824,4.01,580042.92,No
TJGLpxTKxe,Australia,Historical,373928,4.16,985069.82,Yes
KemcUlAVCe,France,Urban,454444,1.14,852820.81,No
hFAnGViVIc,China,Historical,172302,1.2,589359.57,No
qrHjramNty,India,Beach,934663,2.13,767726.7,Yes
aPhWdDQLwn,USA,Urban,54001,3.85,993216.4,No
RsDRDXLGQX,USA,Urban,771977,2.41,595476.58,No
oXMecLVwdP,USA,Adventure,986908,4.87,953014.6,Yes
dQXVQMXZBP,Egypt,Historical,817566,4.08,128818.37,No
qgHdbMOLQh,India,Urban,518318,1.11,227091.05,Yes
UJqtqUJgAr,Brazil,Urban,56921,1.22,51481.69,Yes
mRuFBsPetZ,Brazil,Adventure,870211,3.54,960579.3,No
QwuvJuPrmF,Brazil,Cultural,53758,2.72,818559.5,No
XoTqSLaByQ,Egypt,Adventure,939997,2.33,781968.99,Yes
dnXMuOItPS,Australia,Adventure,212279,2.58,476534.41,No
XMxuyezMRW,China,Nature,527982,3.28,667500.54,Yes
YTHdZKzIJX,India,Historical,763676,2.38,256581.64,No
EBFFhSyiBQ,Egypt,Historical,462141,1.71,78879.19,No
DNPgHqZAYh,USA,Urban,151213,2.25,592179.54,No
WIbWEhNhxD,Brazil,Beach,131710,3.15,601109.65,Yes
QgjBjKGiyi,Brazil,Urban,509100,2.2,350404.34,No
AmGkIrAhZI,USA,Cultural,671196,3.38,454360.62,No
nJMkTgcMEy,Brazil,Beach,868313,1.1,631883.56,No
yJTqIqRxaD,USA,Cultural,900546,3.64,946051.75,Yes
uaydNvAREU,France,Urban,363407,4.15,378015.53,No
nOGwAxGqVm,Brazil,Historical,335375,4.37,39508.69,Yes
iMJeAjOgdC,Egypt,Historical,781541,1.76,229841.63,Yes
lnmwewXaoO,China,Beach,525825,3.64,769739.46,Yes
JzweqIeimj,Brazil,Adventure,53178,4.12,860331.14,Yes
erVMFiDIwK,USA,Nature,572557,1.57,354077.35,Yes
pAQbPxnYBE,France,Nature,508910,1.48,352342.43,No
ETRQeIlEbQ,USA,Beach,393845,1.41,929917.33,Yes
rwvLxKhyzE,Australia,Cultural,916660,1.56,88404.08,Yes
eEXNoAyoBL,France,Historical,359128,2.29,333414.88,No
WIDEupxAVG,Egypt,Historical,422874,1.7,626406.17,No
rFvLHYAEQZ,Brazil,Urban,738014,4.24,894443.36,No
GCFvQDMwoS,Brazil,Historical,165256,2.5,293792.04,Yes
bxrYlaoLzZ,Egypt,Beach,114923,3.07,66457.07,Yes
KwYPszOeUz,USA,Historical,256144,3.29,242897.32,Yes
RWSkAcEBvh,Egypt,Beach,41012,3.62,465499.9,No
dpUtTCdSOY,Australia,Historical,978561,2.42,805383.57,Yes
yxoDTJYSMK,Egypt,Historical,487766,4.78,526395.97,Yes
OCsyefderh,Australia,Historical,557108,1.37,661896.28,No
RAQPUrMREl,Australia,Urban,472272,3.81,527414.26,Yes
UnqTccXUHf,France,Beach,233486,2.41,839983.79,Yes
VBIFaQlTtO,France,Cultural,940735,3.21,259444.83,No
yXbeEDdVmA,USA,Historical,344634,1.43,55420.68,Yes
lRKuoYBInb,Egypt,Cultural,500709,3.54,646186.14,No
MXnlIunROo,USA,Urban,242744,3.2,897211.1,No
dTCJAgqiMw,Egypt,Cultural,144807,4.95,786705.57,No
opdBWfgNmO,France,Nature,689622,4.97,137070.61,Yes
EKMTlywOLa,Brazil,Cultural,381822,4.66,584816.73,No
mAqOnQmdMk,India,Historical,120557,2.86,733311.75,No
LvsutrUVWF,France,Beach,599293,2.87,441798.46,Yes
rUgKFChdSo,Australia,Cultural,26411,1.57,428778.24,Yes
rKCWslxclL,Brazil,Adventure,452880,1.85,927491.25,No
xvhAmjttOr,Australia,Adventure,151275,2.55,295402.95,Yes
uzjNgaTaSd,Egypt,Historical,365692,4.17,832597.29,No
gdDryPwwvg,France,Historical,131964,1.92,283676.9,No
LNHxbYEAxy,Egypt,Nature,629236,4.04,683516.96,Yes
Iazgcpuxiq,China,Historical,916891,4.75,314898.14,No
YZCoEHfzmd,Brazil,Adventure,221786,4.16,834272.13,Yes
CkGIjDOEhT,USA,Cultural,793552,2.23,759959.17,No
XQCTBsOTfU,Brazil,Cultural,11027,2.58,940078.83,No
DQBPrYQvzP,Australia,Beach,885795,3.8,875018.03,No
nllbVIVOGk,Brazil,Adventure,950975,4.54,267365.3,Yes
HWInDpsbOn,China,Urban,991472,4.48,935868.52,No
qtWPMnenEL,Brazil,Cultural,335761,1.31,285956.16,No
tvbxdjUflw,Australia,Urban,153238,2.76,819467.73,No
